0,546545670701212343231323210102124
0,54567670101232432321021023434
0,54346545656707010212324323210121234
0,5434565456576760707607010701212343232101234
0,5432435654565767070102123243232101234
1,6567070121076760767010210212102123454321234
1,656707670702107607010210210121021234543454324
1,565465670710210210760767607010210121234323243243234
1,5465670701076760701012345434324
1,565456767010767010121021234323434
2,654565456567012321010760765676070102123212324323434
2,54565456767012321210121017076707676567070121232123434
2,54565456767012321210210107676076567012312324323432434
2,54654565676070121070760767601232344
2,546545465456701210707607670712324323434
3,567670767076070121012102121012323432434
3,5456760767607010121012102123243454654323434
3,5676707607012102102102121012344
3,567607010210210212344
3,5676076760767010123212323454344
4,6567607010243212107076076070121070765676710212321232343243246543454323434
4,65675676012321076702101232107076576543457607670701210212324345434
4,65676567070212312321232107010767070102123210765676567670761023212345434654344
4,6567607010123212107076545760760701210765467601234354345434324
4,546560767012321232121070765607101210210767076070102123123432344
5,54567607676071012123210767656760121070123243243432345654344
5,56760760701012321070107670101232107012324323465434544
5,56760123212321231070760702123212107012343234354654344
5,5676012123210765676070121070123234324
5,56760701232107010765676076012123210701234345434
6,546567070102321210210107676076565456543432102123434546565767070121012102123243234324344
6,5456545670121070765654324345676076012123434
6,546545654656760701023432102101076076565434321210123435656760760701021012324324344
6,545607021210707607676545432321234324345465676070101232434
6,5456545676702321010767654543212345656707012123434
7,5456767076565435456760707107012324343212107010123234323454344
7,5670765653434656767010701232435343454321070102324345434
7,5676707656543465670701070210234321321210702123434
7,56760760107076546567607010710701071012323432313231070123434
7,65670765434567076760702107012123434534321232123210701323434
8,56073
8,6567607076012132344
8,567670101232344
8,67070123434
8,567023434
9,6545656707676545434565670701021012324
9,5467076545434656767010121323434
9,5456760107676545434656076076070121232432343
9,6567654543456760701012324
9,56765654654543465467607010701012324
10,5670765465454654567601076707607607102434324323210123243432434
10,5670765465454654560701021070123234321024344
10,546760707545465456546545676070101210767076070121232434324323210102101232434
10,5670765465454654654546567607010767076707607076070212323432432434323432101232434
10,5676076545654654565456701210707670760760701243243432432101210102102324344
11,567075670701023212344
11,567670765676702132123454344
11,67076707012321234324344
11,54676070765676701021232123434
11,567670107010707657656760701012321234544
12,5456707654654546567670212343243431010210123432432101021012344
12,5465456760707607654560760760701232343243210123432434312101021012324
12,5456767076545676701232343101232434324321010210210121234
12,54654546707607546545670701234310210123243432432101210102344
12,54656760707607607076546546546576071070102123431021012123243432432434321012434
13,5670767076707670767076707607607670760767076076543456701070710701021232432434324323243243243243243243234321070212324345434
13,56767076076070765434567607012324343243234310701023434
13,5676076070765434546567607010124323432343210701213234544
13,5434567670760760707607607075456707010232432431017010233
13,5456576576707670760760707607607076076070765456767010123234323432432101024
14,54565465456567076707607071010212323432344
14,546545654546567607607010121012324323434
14,546545657607670767076070102101210121232432344
14,5456546545656707012123434
14,546545465456545676076076707607012132344
15,6567070121070123434
15,54576567070102101210121021701024344
15,656760760760701012107012343123434
15,656707010210121021017023434
15,54567670760701210212102107023454344
16,54567670107076076707012343210121234323434
16,5432456567607607010210707607607012323432343243243432123234324324344
16,5456545676707607010760707132343212323432344
16,5456760767070102102101210170123432343212324324344
16,545676076760767010121070767012132343243432343212324323434
17,54567607010212176760767012324323210701234323434
17,656707021021021210760760760701023243232432107010701023434
17,65670701210767607010123210701021234324343212434
17,56760760701012102107676076076760212324321070760701023432434
17,56760701210210767010212343232107010701021023434
18,5676565432343243465676701012107607670760701021234
18,5456767023210210707656760767070121234546567656543432123234324324344
18,546545432324324323243432435465676070710123210767076707101232434
18,56765654343212323432434546567670102321012102107607676567607010123212324
18,546545432432123234545654567670102321010767656707670701021012324
19,567670102321767071023467071234767071234346707243460723434
19,6546765607670712321210707101023432434
19,56760701212321070123432123434
19,65676023210701234321234
19,567607012321070210212324343212434
20,5457676010707607676545435467070121234324344
20,54656760707607676545434565670701021210212324344
20,545676701070767076076765454345670701212324324324344
20,5670767076076765454354676070102123432343234324344
20,656707676545434567070102123243232432344
