0,54545454545454545454545454545454545454545454654545454545454545454567670707070707070707070707070707070707070707070707070707070701212323434343434343232313232121210101010101010101010102121234
0,54545454545454545454545454545454545454545454545454545454545454545454545454545454545456767070707070707070707070707070707070707070707070707070707070707070101232434343434343434343232121212102101010101010101010101023434
0,54545454545454543465654545454545454545454545454545656707070707070707070707070707070707070707070701021232434343434343232121010101010101010101012123234
0,5454545454545434565654545454545454545454545454545454545456565767607070707070707070707070707070707607010707070121232343434343432321010101010101010101234
0,5454545454543243435654545454545454545454545454545657676707070707070707070707070707070707070102123243434343232101010101010101232324
1,65656565656567676767676767070707010101210767676767676076707070101010210212121021212121212121212121232323454343434343434343432123234
1,656565656565676767676767670767070707021010101010107676767676767676767607070707010210101021010121210212121212121212121234345434343434345432324
1,565654656565676767676767670707070710102102107676767676076760707070701010210121212121212121234323243243434343434343434323234
1,54656567676767070707010101010767607070701010121212121212121212345434343234
1,565456565656767676767670707070701010107676767670707010101012102121212121212121212123234343234343434343434
2,6545454545456545656567676701232121212101010101010107070707076076767676565656760701021232121232323232324323434343434
2,54545454545454545454565456565656565656567670123212121212101210101010101010101017070707070767076767676767676565670701212321232323232323232343434343434
2,54545454545456545656565656767012321212102101010101070707070767607676765670121231232323232323232432343243434343434
2,5454546545656565676070121212121210101070707076076767676767676012123232323232323232343434343434
2,54545454546545465456565656565656701212121212121010101010107070707607676767676767676707071212323232323232323232432343434343434
3,5656567676767676767676707670707607070707010101210121021212121212121012123234343434343432434
3,545656565676767676767676076767607070707070707010101010101010101012101210212121212121212123243454654323434343434343434343434
3,565656767676767676767676707607070707010101010121210210212121021212121010123434343434343434343434343434
3,56565676767676767676760707070707070101010210212121212121212121210212343434343434343434
3,56565656767676767676076760767070707070701010101010121212121212121212121232323212323434543434
4,65656565656565676767607010243232121212107076076070121212107076565676767102123232121212323432432465434543434323434
4,656767567676760101232323210707676702101232321010707070765765434576076767070121021232324343434343434543434343434
4,656767676565676767070212312321232121070707070701070767676767070102123232321076567656767076102321232323454543434346545434343434343434
4,65676767676760701012323232323212107076765457607676070121210707654676010123232323434354343434543434323234
4,546565656565656565656076701212321232121212107070707076565607071012102121070767076070102123232312343434343434343432323434
5,545676076767676767607101212323210707076765656760121210707070701232432434343434323434565434343434
5,56767676767676767607607010123232323232323232101070107676767010123232107070701212324343434343234654345434
5,56565676760123212321231010707676070212321212107070707012343434323434354654343434
5,5656767676767676760121232323232107070707076567676760701212121070701212323434343434343234
5,567676767676760701232323232321070701070765676076012123212107010123434345434
6,54545454546565656565676767070102321212121021010101010707070707676076767676565456545454545454343432323210102123434545465657676767670707010101010121012102121232323232324323234324343434343434
6,545454545454545456545656565656567012121212121210101010101010107070707070707070767676767656565454545454543243434545676760760101010101012121232323232343434343434343434
6,5454545454545454546545654656767607010234321021010101010101070707070707076076767676565654543432321210123435656567607676760707070701021010101212121232323232323232324324343434343434
6,545454545454545456565656560702121210101010101010107070707070760767676765656565454545434343232321234324345465676767676070707070101010101212123232323232434343434343434
6,54545454545454565456565656767670232121010101010101010107070707070707676545454545454343212123234565656767676707070101010101010121232323232323434343434343434343434
7,5456767070707070707676565656565654354567676070707107070701232434343432121212107070701012323434343432345434343434
7,56707070707656565656565653434343465676707070707070707070707070101070707012324343534343434343454343212121212121070707070102324343434343434345434
7,5656767070707656565654343434656707070707070707010707070210232323434343432132121070702123234343434343434
7,567607070707601070707076767654545465676070107107010707071012323434323231323232310701234343434343434
7,6567670707070707070707656565654345670707076760702107070701212323234345343432123212123210707070132323234343434343434343434
8,560723
8,6567676070707070707601213234343434343434
8,56767670707070707070707070701012323434343434343434343434
8,67070707070707070707070707070707010123234343434343434343434343434
8,56707070707070707070707070232343434343434343434343434
9,6545656707676565654545454343434343434565676707070707070102101012121212121232323234
9,546767070707070765656565656565454545454545434346567670707070101010101010101010121212121212121212132343434343434
9,545676760107676767676767676565454545454545434343434346560760760707070707010101010101010121232323232323243232343
9,656767676767676767676565454545454545434345676070707070101010101010101212123232323232323232323234
9,56767676565465654545454545454346546760707010701010101010101012121212121232323234
10,567070707070707070707070707070707070765454545454545454545454546545454545465454565676010101010101010101010101010767676767676707607607071024343243232323232101010101012323243434343432434343434343434343434343434343434
10,567070707070707070707654545454545454546545465454545607010101010101021010107070707070707012323434343434343210101010101010101024343434343434343434343434
